Name,Comment,Likes,Time,Reply Count
@biohack9540,"same, but the eye bags are making me want to take a break again lol
@@MorganBondelid",0,2024-01-03T16:04:55Z,
@kaitlyngault3987,"Well, this is clearly a crock load of shit.",0,2024-01-13T09:23:42Z,
@astroman895,"@@kaitlyngault3987 😂, what makes you say that?",1,2024-01-13T09:28:54Z,
@biohack9540,"she's an uneducated dunning kruger effect that is gonna school us lol
@@astroman895",0,2024-01-13T16:06:04Z,
@flawlesslyme389,"There are positives and negatives to everything, I have epilepsy and have been a smoker for over ten years. My tolerance is literally higher than ANYONE I’ve ever met, it helps yeah but at the end of the day it’s just another thing on the list natural or not. It has its positives but it has its negatives too, tbh I wish I never started smoking but that’s just me.",0,2023-10-16T19:40:39Z,0
@MediocreFilms,"This was an excellent video and right on the money, although I was surprised you didn’t go into a little more detail about the differences between Indica and sativa strains. I have taken Indica for sleep for many years now and it has been a lifesaver! But I do need to take a break every once in a while  due to increased tolerance, and those brakes are never fun.",1565,2023-10-16T19:22:58Z,67
@hleifruthr4529,there is no scientific difference between indica and sativa. there’s no such thing,203,2023-10-17T09:32:21Z,
@mtgguiltfeeder4111,@@hleifruthr4529everything is so hybridized now days there isn’t much of a difference. Ultimately it comes down to what terps it has and how they affect each individual.,0,2023-10-17T13:40:01Z,
@ethandean206,fr bruh@@hleifruthr4529,0,2023-10-17T16:10:04Z,
@russellzauner,@@hleifruthr4529 actual truth - thanks for saying it.,0,2023-10-17T22:01:28Z,
@ktatum8666,Then why are they visually different from one another 🤔,30,2023-10-18T01:44:43Z,
@event2015,Every strain I know has been different,42,2023-10-18T05:11:45Z,
@lce_Poseidon,it's a myth,31,2023-10-18T18:06:56Z,
@lexafesyk1,"Indica and sativa just have different amounts of CBD and THC, and nothing else. So it makes more sense to talk about substances, rather than strains. Which is exactly what we can see in the video :)",63,2023-10-19T00:04:45Z,
@tcoultdurr6004,"unless something is a landrace strain (highly unlikely) pretty much all strains are hybridized. Everything has been crossed so much that sativa vs indica isn't exactly a thing anymore. You can consume a ""sativa"" and have heavy couch lock effects or vise versa, consuming an ""indica"" and getting a racey effect.",45,2023-10-19T19:14:11Z,
@MathsMadeSimple101,When your never tried marijuana but you're still watching this video...,11,2023-10-19T19:53:19Z,
@dark_sunset,"bro you can't even spell ""break"" the same way twice in the same sentence. this is why i stay away from drugs. dont want to be retarded",0,2023-10-20T08:00:26Z,
@franciscopetracco5553,​@@lexafesyk1nah. indica can somwtimes have the same or even higher levels of thc. youre also forgetting about terpenes,0,2023-10-22T05:14:45Z,
@nobodyfavorite215,Tolerance breaks are never fun 🙃,13,2023-10-29T19:26:56Z,
@terra4m303,Myth. Weed is weed. If you think you're feeling different from one strain to the next you are gullible and experiencing placebo effect.,0,2023-11-01T07:32:40Z,
@babysniper10,Terpenes  make the affect of how the thc reacts,17,2023-11-01T13:17:13Z,
@TheYeti37,@@nobodyfavorite215it’s the boredom,0,2023-11-02T04:36:18Z,
@flamingfairy9,@@hleifruthr4529terpenes.,0,2023-11-02T16:26:05Z,
@nameless-cr1b,"​@@babysniper10yep but I know what they mean though, some strains made me to sleep",0,2023-11-03T15:18:16Z,
@ranproxy6912,"Thing is, sativa and indica is hard to pinpoint because the different strains affect different people differently.",4,2023-11-05T00:28:30Z,
@GunfighterAlpha,"Sativa and Indica made a lot of sense when discussing landrace strains.  Today everything is a hybrid of a hybrid, new names and strains made all the time.  What REALLY makes the difference is WHEN the plant is harvested.  This will influence how much/many of what chemicals you are getting, greatly influencing your high.  I've grown the same strain with several different effects, all based on harvest time.  Also tolerance breaks are a myth.  Change up your method of consumption, even switching glass pieces makes a difference for me.  Change strains often and don't over indulge, you'll thank yourself in the long run.  -Signed an avid and experienced medicinal user and grower =)",15,2023-11-13T15:53:07Z,
@The.fruiting.chamber,The only difference in indica and sativa is where it originated from. It will have a bit different taste but the high isnt any different people and dispensaries will lie to make it seem more fancy than it actually is,4,2023-11-14T13:29:09Z,
@wildfiresp9606,@@ktatum8666they’re not,0,2023-11-17T22:41:56Z,
@csnide6702,breaks*,1,2023-11-24T04:30:59Z,
@andrewsvard9222,terpenes can play a role in the effects as well and vary depending on the strain @@lexafesyk1,0,2023-11-26T15:56:36Z,
@julianspiegler8252,"the terpenes in combination with the cannabinoids are the key to the right effect, but this is hardly to say that everybody can expect the same, since any endocannabinoid-system is unique. everybody has to find out for themselves which is the right strain/combination!

plus cannabis is a psychadelic medicine, it won't help against unsolved problems, it won't numb the pain in other words, it will throw you in a cage with your demons if you try to use it as a pain-killer/run-away-drug.

It will give you a deeper experience of your actual mindset, your emotions and how you could comprehend em if you use it as a tool and appreciate it as the blessing it is.
@@hleifruthr4529",0,2023-12-12T20:11:00Z,
@dapoggle,"because there's actually a lot of research coming out that indica and sativa are really just myths, placebo buzzwords at best. there's 0 molecular difference between what makes a ""sativa"" and ""indica"", just a difference in thc %'s and stuff",0,2023-12-20T05:33:46Z,
@saltyy9936,@@lexafesyk1 not at all how it works lol,3,2023-12-23T22:28:43Z,
@lannynelson349,​@@tcoultdurr6004there's a couple dudes that hunt the world for original strains that have not been corrupted. There's not many left around the world that happened already been somehow f***** with and not pure anymore.,0,2023-12-24T06:11:42Z,
@lizstolte2634,The breaks are never fun until the thc is out of your system. It’s a withdrawal like any other drug. But I’ve noticed amazing improvements in sleep after the detox period,6,2023-12-24T22:58:08Z,
@lannynelson349,"@@lizstolte2634 you know nothing about what you talk about. Ignorant to what drug affects due to the human body. There's no come down or anything that happens when you stop smoking marijuana. The underlying issue is the person was trying to treat a symptom. They did not have medication for. So the symptoms come right back. And if you think marijuana has a come down like crack heroin or some other hardcore drug, you should just stop posting completely online. Go read a book or go look at a crackhead.",0,2023-12-24T23:10:21Z,
@rydercollins5553,Honestly if you feel much of a difference from Indica or Sativa it's probably placebo,2,2023-12-26T01:41:03Z,
@steveeparsonsjr7929,"I just watched a video where scientists state there is no difference between Indica or sativia that they studied it and there is no science to prove there is a difference it's all placebo effect, I happen to disagree with that because we already been down that road with PR. lol",5,2023-12-27T01:06:11Z,
@pc4629,@@hleifruthr4529👉🤡🤡🤡🤡🤡🤡🤡🫵,0,2024-01-05T16:40:30Z,
@praxonym,I find I have questions about the data the correlation etc,1,2024-01-09T01:54:21Z,
@MultimediaM-mu9vf,Half a pill of Melatonin for a week helps during THC withdrawal.,2,2024-01-10T16:27:52Z,
@MrKevinritsema,"Omega 3s can help lower tolerance!
And yes, Meletonin works very well for THC withdrawal",2,2024-01-10T21:05:49Z,
@tommo464,@@hleifruthr4529 there's more to it than that bud,0,2024-01-14T01:43:04Z,
@tommo464,"hey you should consider swapping strains rather than T breaking. every time you swap strains it seems to reset tolerance, my doctor told me to try that and prescribed 2 different ones to alternate between and i havent needed breaks.. consider trying it out or googling it :)",0,2024-01-14T01:44:19Z,
@alisafriesen7273,"It’s the terpenes that drive your high, not whether it’s indica, sativa or hybrid.",1,2024-01-15T12:33:25Z,
@ToBiToBs96,"Maybe you guys should learn more about terpenes and the entourage effect. Looking at just cannabinoids or growing structur, like what is meant with indica or sativa, wont explain how Cannabis works exactly.",2,2024-01-16T20:21:36Z,
@pogojp,"@rydercollins5553  Not all the time.   Sometimes an Indica is exactly that, an indica. Puts you on the couch or bed. Just happens.",2,2024-01-17T20:02:19Z,
@tphillips37,​@@hleifruthr4529Then why are the effects different? 😂,2,2024-01-19T08:34:40Z,
@hleifruthr4529,"@@tphillips37 they aren’t. different effects are almost entirely placebo, though there are some differences depending on the different terpenes and cannabinoids present in different strains.  no cannabinoids are specific to “sativa” branded strains or “indica” branded ones, and levels vary equally between strains.",1,2024-01-19T09:05:42Z,
@SpectreDelta,"I work in a dispensary and I can tell you that is a very common misconception. Things like ""high %"" or ""indica vs Sativa"" are things the most common despite not actually mattering at all. What determines how a strain effects you is determined by the terpenes and cannabinoids present. Some terpenes for example Myrcene are known to have a sleepy, sedative effect and are most common in Indica strains. however some ""sativas"" have this too and some indicas don't. However there are literally hundreds of different terpenes and it can get confusing so its easier for some people to just say indica or sativa. even though some ""sativas"" can make you tired and some ""indicas"" might make you feel more euphoric or energetic",9,2024-01-21T19:45:07Z,
@BiodigitalStuff,"​@hleifruthr4529 Tell us you've never smoked indica's or sativas without telling us, you've never smoked indica or sativas. I'm a grower and I can assure you sir you are wrong.",1,2024-01-26T15:21:19Z,
@BiodigitalStuff,​@lexafesyk1 you are incorrect.,0,2024-01-26T15:21:54Z,
@BiodigitalStuff,"​@@SpectreDeltaI find most peoples that work in dispensaries. Know nothing about the products they're selling and in fact will tell people what they want to hear. There is science behind all of this. Unfortunately, a lot of you are new to this industry, as it has just now become legalized.",0,2024-01-26T15:23:15Z,
@pfzht,"Normies haven't even begun to account for this.  Same group of people that tries to oversimplify weight loss as a matter of ""calories in, calories out"" when nutrient ratios are what matters most.",1,2024-01-30T12:55:11Z,
@pfzht,​@@hleifruthr4529that's an ignorant statement.,0,2024-01-30T12:55:26Z,
@pfzht,"​@@GunfighterAlphastrain rotation 💯
You understand.",2,2024-01-30T12:57:05Z,
@pfzht,​@@The.fruiting.chamber rube take.,0,2024-01-30T12:58:24Z,
@pfzht,"​@@MrKevinritsema because THC is fat soluble ;)
Drinking extra water is a must too.",1,2024-01-30T13:00:56Z,
@kurtiskopp1460,@@lexafesyk1wrong (it’s different terpenes),0,2024-02-11T18:07:42Z,
@Scotty-vs4lf,"indica vs sativa is all in ur head lol, stop paying attention to what ur smoking and youll quickly find its all the same. ofc different strains have slight differences, but lots of indica strains have ""sativa"" effects and vice versa",0,2024-02-13T04:29:42Z,
@pfzht,@@Scotty-vs4lf wrong.  Character of experience is sculpted by terps.  You're just a rube with no taste.,0,2024-02-13T11:00:32Z,
@hleifruthr4529,@@BiodigitalStuff hahahahahahahahahahahaha,1,2024-02-14T09:15:53Z,
@lubitz161,There are no 'Indica strains' since Cannabis indica is no valid species.,0,2024-02-26T23:11:13Z,
@reks890,@@Scotty-vs4lfsmoke too much and it all feels the same,1,2024-03-05T17:56:03Z,
@austinbratton9973,​@@lizstolte2634there isnt any waithdrawls you might have a harder time getting to sleep and lucid dreams for a couple nights!! Withdrawls are a stretch,0,2024-03-07T05:55:37Z,
@NobleSainted,"@MediocreFilms...
Indeed, your point is valid, and I appreciate you raising it. I would also have appreciated more in-depth info, but I also understand how difficult it would be to prove the information as well since true cannabis testing is still in its infancy.

While some may believe that the only distinction between Sativa and Indica is their appearance, I propose that those with such beliefs conduct a small comparative test of there own to demonstrate the significant differences between the two that I believe exists.

With over 120 cannabinoids, these variations yield diverse Physiological / Psychological effects. Though I'm not a medical professional, extensive research or consultation with experts could provide more detailed insights.

Studies isolating these components are underway, confirming the varied effects of each. Therefore, it's accurate to say that there are notable disparities between Sativa and Indica.

Personally, I prefer Hybrids, which in all honesty dominate medicinal plants today.
Even if the strain is denoted as sativa or Indica, this would actually only denote the _dominance_ of said strain type, not the actual purity. Look at it this way...
Many of today's strains have undergone hundreds of years of crossbreeding (some over a thousand). This also occurs naturally (in the wild without genetic manipulation/crossbreeding) as well.

I hope this sheds light on the topic for some.",1,2024-03-08T20:10:38Z,
@kenny6920,​@@lizstolte2634 lol yeah thc withdrawl is nothing like opiod withdrawl or benzo or any other drugs at all,0,2024-03-09T03:22:13Z,
@cm1356,"Try Green Poison Strain, it is one of the few strains which don't built up tolerance.!!",0,2024-03-09T22:27:09Z,
@automotives6703,"@@steveeparsonsjr7929thats because back in the day there was actually a difference, one of them had higher percentage of CBD and lower THC and vice versa.

However this was in a time where THC levels didn’t exceed 12%

Today in Amsterdam you’ll find 25% on average wich is kind of disgustingly high.",0,2024-03-12T13:37:20Z,
@Syntaxerror322,"Remember this is all self disclosure data and correlations. Check the methods sections of the sources for clarification amd also who funded these studies and what their motivation was. 
It's hard to put credible info out there when such little direct research has actually been accomplished. I get bad sleep and smoke weed, must be the weed, not the 500mg caffine daily and 4-6 alcoholic beverages, or stress.
Maybe the question is what systemic problems are causing such wide spread sleep disorders and that people are having to search for answers on YouTube, from biased studies.",0,2024-03-12T22:50:38Z,
@WeedNoTobbaco,"bruh all the people saying there is no difference between indica and sativa lol differents terps will give you differents effects yea there is still thc and cbd but the effect form the terpenes are very different this is why changing strain after smoking the same for a month will get you way higher the main difference between 2 strain is the terps

and just incase most indica and sativa have the same terps for example good luck finding a indica strain that taste like lemon or a sativa strain that taste like blueberry",0,2024-03-13T07:29:04Z,
@jayr.753,​@@ktatum8666same reason many people are visually different from one another,0,2024-03-14T17:07:11Z,
@shilombaba,"My 2 cents :
I don't udnerstand why it isn't a big thing yet, but 1:1 ratios are the freaking way to go. Full spectrum, balanced, the best the plant has to offer, the best highs and/or the best medicinal properties all in one plant.",0,2024-03-25T03:24:40Z,
@phoebedavis288,"As someone who claims to use it for sleep, it does help with sleep sometimes but I’ve noticed my insomnia gets worse when the “craving” of being high goes up. The other night i worked a 10 hour shift, tired as hell and couldn’t fall asleep until 3am",0,2023-10-16T19:21:01Z,0
@TDYT103,2023 Oct 16,0,2023-10-16T19:06:12Z,0
@joelhawkins4841,Some time's I feel like I don't get high anymore when I smoke,0,2023-10-16T18:27:32Z,0
@joelhawkins4841,I smoke every day and dream every night,0,2023-10-16T18:26:04Z,0
@Trash432,Even Dr's are trying to tell prago women they can smoke wtf does a baby brain need to be blasting 10000's of dopamine when it's growing that can not be good for a baby. Just stay away from everything!,0,2023-10-16T18:10:09Z,0
@Trash432,IF YOU HAVE DEPRESSION DO NOT SMOKE W33D IT WILL MAKE YOU SEEM HAPPY BUT THAT'S WHAT W33D DOES IT MAKES YOU OKAY WITH THE SHIT IN YOUR LIFE DON'T SMOKE DON'T DRINK DON'T DO ANYTHING JUST DEAL WITH IT LIKE AN ADULT TALK TO SOMEONE FIGURE OUT HOW TO MOVE ON FROM IT BECAUSE W33D WILL NOT HELP YOU IT WILL TAKE AWAY YOUR HAPPNESS IT WILL DESOTRY THE DOPAMINE IN YOUR BRAIN TO THE POINT IF YOU DO IT LONG ENUGH YOU WILL NOT BE ABLE TO BE HAPPY ON YOUR OWN YOU'LL HAVE TO SMOKE JUST TO FEEL NORMAL. This is coming from someone that has smoked daily for the better part of 30 years w33d is not as good as they say it's just as bad as meth in my eyes.,0,2023-10-16T18:04:51Z,0
@ajmc3954,"i have ptsd, anxiety, and depression. and one of the worst things i experience are nightmares. thc helps me with that. i rather sleep thru at least 3 hours of sleep with no nightmares than have a 7 hour sleep with multiple nightmares all thru the night.",0,2023-10-16T17:52:37Z,0
@rhyswong8976,"To me I realise that I've not been dreaming since smoking to sleep, so I decide to slow down my use. Because it also kinda messed up my circadian rhythm when sleep smoking, like I would get stomach cramps in the day and the only way to get rid of it is a nap, weird I know. 

So I would MJ one day, but not use for at least the next 2 nights. This cause me harder to sleep for the first month, but I found out its actually just me being anxious that I could not sleep because i was used to it. After sticking to my regime, I found a great balance and good sleep. Just one thing though, the temptation to MJ for the sake of falling asleep is high so try your best to not use it.",0,2023-10-16T16:30:07Z,0
@SinNeighbor,Would love for you to go further into the endocannabinoid system & terpenes in the future!,0,2023-10-16T16:08:19Z,0
@salesmcsaleson9285,Just about all of this was false. Built on false science. Pseudoscience. Thanks for nothing but wasting peoples times and people like me have to debate these rejects for hours some night around a fire until they wake up and stop smoking all of that and stop the drugs entirely understanding that nutrition is what the problem is. Not only that but this guy screams 'mental instability' and just now I noticed something else. Now I understand why he lives a lie.,0,2023-10-16T15:44:15Z,0
@ByRosay,"it's my medication i use daily. i learned how to use in tiny doses for the medical effects, recreationally i smoke a ton. At the end there are moments I feel like quitting but i cannot fully; i.e i use some cbd products for the medical effects. I on top of everything suffered a severe TBI, so this had me thinking. Before my cannabis use, with a TBI, i experienced no dreams besides a few nightmares i could remember. Now TBI + Cannabis = forsure forsure no dreams. The only dreams i remember are nightmares, so i say why even bother? i much rather not suffer nightmare after nightmare, would that be a bad thing?",0,2023-10-16T15:01:43Z,0
@herbsfood4859,I've been smoking marijuana for 21 years of my life and i sleep like a baby and wake up felling refreshed 🎉,0,2023-10-16T14:44:29Z,0
@GamerSirus,"I quit smoking about 4 months ago and my sleep has been shiiiiiit! But at least I have dreams more often, I guess. But not by much.",0,2023-10-16T14:40:22Z,0
@tomcloud54,"The last time that I took a long break from cannabis, not only did I have many vivid dreams a night, I also had my first lucid dream experiences. While brief, I clearly realized that I was dreaming, and asked the other people in the dream; ""If I'm dreaming, why can't I fly?"" I was only able to stay in that state briefly, and then I either woke up or sank back into the normal dream state.",1,2023-10-16T14:13:39Z,0
@Melku2007,"100% true , but i control my dosage , and i alway consume with tabbaco , it makes less weed more potent with tabbaco",0,2023-10-16T09:17:05Z,0
@mxcomeupp3672,i have epilepsy i use every day i no longer have fits been doing it 12 years now i swear by it,0,2023-10-16T08:56:52Z,0
@seekingsolace,"Really informative video, but Hmmmm not sure about the yellow blonde hair! Maybe it needs some grey / purple toner to cool it down and compliment your skin tone, cos at the moment it’s fighting with your skin tone",0,2023-10-16T08:33:29Z,0
@MoCa1979Jr,"For me, it depends on the type of weed. Sativa energizes me, while Indica knocks me out. I think the issue arises because ppl ""abuse"" weed, & like w/ any other drug, if you take it too often your body will build up a tolerance. So, if you only take a set amount right before bed, then I find it works. As a veteran, I find that weed helps me out more than any of the other sleep meds the VA prescribed (i.e. Trazadone).",1,2023-10-16T08:07:55Z,0
@RoughRaiders13,"Idk what the pot is doing to your sleep, but I CAN tell you that bleach in your hair looks ridiculous and you should just let it grow out. You must have been high when you thought bleaching your hair would be a good idea.🤣",0,2023-10-16T07:46:26Z,0
@kakhipudhi,Do you have any insight concerning cannabis and long covid which has its own sleep quality problems?,0,2023-10-16T06:33:59Z,0
@ablazingg,“I dream every night” is not the same as “I have dozens of vivid dreams every night.” None of you are some genetic anomaly science can’t explain. Your just an addict.,0,2023-10-16T05:41:28Z,0
@kittrellism,"I'm curious to know if there are studies that get more specific to strain, or does strain not matter?  Sativas tend to be more energetic, while indicas tend to be more sedative; does this affect sleep differently?",0,2023-10-16T05:26:59Z,0
@helenrolon2590,"I didn’t have much dreams before I started w/ medical THC. I had a hard time falling asleep or staying asleep. Now with the THC, I still dont have much dreams but I am falling asleep and staying asleep. When I have a few days off THC, the first night might not always be an issues but after several days my brain becomes restless and i can’t fall asleep. So I choose going to sleep than having dreams. THC works for me. Perhaps because I do not smoke all day every day. The majority of the time I hit a few puffs before bed. I will admit that some days more than others I will consume more THC but it’s not daily. I just love falling asleep as soon as I hit the bed.",1,2023-10-16T04:51:57Z,0
@FuriosaTerraToma,I used to have nightly nightmares and since I've been smoking cannabis regularly I haven't had them in years. I'll take a bit less REM sleep to not be traumatized every night.,0,2023-10-16T03:53:08Z,0
@AwkwardlyKatie,"I definitely don’t dream when I’m constantly smoking. If I’m not smoking, dreams come back instantly.",0,2023-10-16T03:27:03Z,0
@RandyK1ng,"I have been using sativa gummies on occasion for the last year, and I have to say that my sleep has never been better.  I bite off 5mg from a 10mg gummy, and when I wake up I feel COMPLETELY rested.  Interestingly, I have ADHD for which I am NOT medicating.",0,2023-10-16T02:24:54Z,0
@1234Larsy,"I am currently taking a break from cannabis, have been smoking regularly and heavily for several years, and quickly noticed that falling asleep was difficult. My dreams haven't been affected I've had wild dreams on cannabis. Excited to see if my dreams get even wilder :D",0,2023-10-16T02:04:32Z,0
@Alexkn02muchfs,I actually feel like i have more dreams and are usually pretty wild idk why this is,0,2023-10-16T01:31:51Z,0
@thewisesound247,I started having dreams after 5 years after I started smoking,0,2023-10-16T00:02:41Z,0
@tree4318,It would help with my sleep if it didn't keep me awake for at least 2 hours eating food lol,1,2023-10-15T23:55:07Z,1
@tree4318,@@JoslynMiya totally bro I only get my psychedelics from strangers on YouTube comments,0,2023-10-16T01:27:48Z,
@chasecutarm3326,As a First Nation from Canada smudging is better for sleep,0,2023-10-15T23:38:37Z,0
@Coopes97,This was such a great video to watch! I’ve smoked for almost 12 years and I’ve wondered about this. Maybe it’s time to take a step back from it so I can get better sleep and do a little better for my classes coming up!,0,2023-10-15T23:22:34Z,0
@plutogarry7,"I just take the breaks, I have other solutions to helping me sleep that aren’t weed but also herbal.",0,2023-10-15T23:19:18Z,0
@MacNifty,"Like vaccinations, anything about wheat is not one size. Fits all especially with all these different strains and brands and formulas that are out there and methods..
But for the most part some people are totally opposites.",0,2023-10-15T22:14:56Z,0
@universemaps,Thanks for the video! What type of vape and temperature is the safest?,0,2023-10-15T21:38:07Z,0
@nycbearff,"I'm an old guy, and cannabis in the evening reliably stops my night-time leg cramps, and eases the chronic pain I have from several sources.  None of the medically suggested treatments for those things work nearly as well, and they have worse side effects, some of them much worse.  I do take breaks now and then for a week or two - and then return to the cannabis.  So yes, I'm sure it modifies my sleep.  But, as with most things, it's complicated.  Modern medicine is in it's infancy.  

No one knows why only some people respond to cannabis the way that the majority did in the referenced studies - they were mostly correlation studies, with statistical outcomes, and were mostly done on college students in Western universities. People who didn't have the most common responses were ignored, because studying them further will be very expensive and time consuming.  Eventually, we'll understand our genetics and in vivo cellular processes, and be able to do personalized medicine and personalized recreational highs.  But not in my lifetime - and probably not in yours.  We know very little yet.


So this video talks about some interesting things, and gives a lot of food for thought - but your responses may be different.  The best thing to do would be to experiment, and see what's right for you, with your genetic profile at your age.",0,2023-10-15T21:35:49Z,0
@IblameMusic,i fw the hair blonde look good on yu fam,0,2023-10-15T20:45:50Z,0
@LeVieuxFini,do you guys sleep dream ^? i dont,0,2023-10-15T20:21:56Z,0
@420Lethal,ever since ive started smoking weed my sleep has actually improved ofc ill have a dependency to sleep with it but thats fine with me since i  grow and pretty much have endless amounts of it including dab carts too,0,2023-10-15T20:17:56Z,0
@Nizzly,I still dream so I'd argue my rem cycle isn't being too thrown out of wack but my memory is completely garbage now LOL. That's the one super obvious con I've noticed.,0,2023-10-15T20:03:16Z,0
@marcusjcalloway,"as a former daily user for my entire adult life (25 days without) i have been having night terrors and sleeplessness. this video explains it all. i've been told its paws...post acute withdrawal syndrome and the nightmares are no joke! i actually had one nightmare that was Inception like in that i woke up from the nightmare to realize i was in another nightmare and then woke up again and was in another nightmare! when i finally really woke up i felt like a character in a nightmare on elm street in that I was like...""dont go back to sleep! stay awake! don't sleep!!""",0,2023-10-15T19:48:10Z,1
@Eik1301,yeah man had similar experiece. look up lucid nighmares. after 2 month you should be good,0,2023-10-15T21:32:09Z,
@kvEik,Have not had dreams in 20 years 🤣,0,2023-10-15T19:25:49Z,0
@ivandansigmun3891,Far better than nasty pharmaceutical drugs. Although it does have some issues.,0,2023-10-15T19:05:53Z,0
@tiojoaodasdublagi8631,"I don't think marijuana causes less dreams. I always dream. Like ALWAYS. And i smoke marijuana regularly. Maybe the dosis that a get in a day don't interfere on my sleep, but i feel more energetical when i go to sleep before smoking. Some of my friends already said me that when they go to bed before marijuana, they don't dream, but sleep very well. In the end, i think that we have to use her with intelligence to not interfere in our regular lives.",0,2023-10-15T18:43:39Z,1
@tiojoaodasdublagi8631,@@ClaraEleanor yes,0,2023-10-15T20:33:26Z,
@theadventuresofjimmycrapol8827,"I quit my 20+ year weed smoking habit over a year ago.  What I've noticed is I actually get ""real"" sleep now.  5 hours of sleep now does me better than 8 hours whist I was always high.  Also I actually have dreams now... and yes, my dreams were very intense at first.  People need to dream.  It's something I missed.  Also, my gf noticed that my libido skyrocketed.  When I'm awake, I'm actually awake now.  Weed is NOT good for you.  Best decision I ever made.  My GF saw the positive changes and she also quit soon thereafter and we both are much happier and better for it.  We won't even smoke it casually on the odd occasion any more.  Just not worth it.",0,2023-10-15T18:17:19Z,0
@emoryflores4769,I used to be a really heavy user of cannabis like 3 times a day and I noticed that when I had to stop due to random during tests at my job my dreams came back so hard and intense it was horrible. I honestly feel that when I dream I don’t sleep well so not being able to smoke has been a struggle. But this is super interesting research and explains a lot.,17,2023-10-15T18:06:33Z,3
@iStevens0n,dreams are a sign that you're actually getting deep sleep. don't think you're not getting it because ur dreaming lol,0,2023-10-30T17:08:16Z,
@mitchell560,Plus after a while your dreams chill out and are not usually remembered anymore it won’t bother you fir long bro keep on keepin on,0,2023-11-16T17:40:54Z,
@Obliv69,"same here. even after many years i find sometimes whatever my worries/anxiety is caused by comes through as nightmares which cause me to wake up feeling like i had a really crap sleep.
i just want to sleep and NOT think about shit, and it helped me get to sleep easier.",2,2023-11-18T09:13:32Z,
@Corium1,"Been taking a break from weed, I used it to help with lotsa mental health issues but to the point it became a crutch 😅. I believe I was becoming addicted. I still will use it, but I'm definitely not gonna be a dumby like I was. Maybe using it every other 2 days. So far I've done good on my break I plan on maybe doing 2 weeks and stay moderate with it. I do have ptsd, depression, anxiety, and on top of that adhd, which all of those just add to making sleeping harder. But I think over doing it started to heighten anxiety and trauma related paranoia. Great video and thank you for the info!",0,2023-10-15T17:41:51Z,0
@firewulf1,I quilt for 2 years now  from being a daily user and i seem to be more tired throughout the day,0,2023-10-15T17:38:07Z,0
@pat0s697,*hits blunt while watching*,0,2023-10-15T17:08:24Z,0
@SageofCancer,"I didn't have a ton of dreams before weed, don't have any during, and the ones after are usually distressing for a few days.
I don't mind tolerance breaking now and then, saves money and I get to see what my brain's doin' when I'm not lookin'.",0,2023-10-15T17:02:19Z,0
@markwalkernmlb,"Six months ago I attempted to take a break, everything was cool for about a week, then I started having lucid dreams every night, it seemed like I would start dreaming as soon as my head hit the pillow, also I could have a dream, wake up and go back to sleep into the same dream. I didn't like that it made me feel anxious and on edge during the night. So I went back to using cannabis and lucid dreams stopped. This was the only problem I had when I quit smoking cannibis. Lately I've stopped smoking and I'm consuming thru food or vape, so far so good.",0,2023-10-15T16:54:47Z,0
@markwalkernmlb,"Six months ago I attempted to take a break, everything was cool for about a week, then I started having lucid dreams every night, it seemed like I would start dreaming as soon as my head hit the pillow, also I could have a dream, wake up and go back to sleep into the same dream. I didn't like that it made me feel anxious and on edge during the night. So I went back to using cannabis and lucid dreams stopped. This was the only problem I had when I quit smoking cannibis. Lately I've stopped smoking and I'm consuming thru food or vape, so far so good.",0,2023-10-15T16:54:41Z,0
@BaNaNaNzZ,"As someone who suffers from PTSD, anxiety and depression, the only reason I sleep is because of cannabis lol. I used to have chronic insomnia. I do think that it should be a tool tho and not a life long solution. I think it helps me when I'm triggered but it definitely leaves me in a lethargic state when I overdo it lmao",0,2023-10-15T16:48:33Z,0
@alessandrod.sanchez865,"I’m a regular weed smoker and when I don’t smoke a joint before going to bed I notice 90% of those nights I end up having sleep paralysis, not sure how this is related but it seems interesting!",0,2023-10-15T16:38:01Z,0
@danielchadwick3020,"I've been pretty much a daily smoker for 46 years and nearly all of this is untrue for me. I know, everyone's different.",0,2023-10-15T16:28:13Z,0
@dazedb,I've been high every hour of every day for the past decade.  I function just fine.,0,2023-10-15T16:16:14Z,0
@archv6539,Ill take weed any day over big pharma shit,0,2023-10-15T15:47:43Z,0
@alisonhillary,"This 100% fits with my experience.  I'm a lifelong insomniac - I have memories of my struggle with sleep going back as early as 4-5 years old.  It's well and truly part of my biology.  The first time I tried THC gummies as a sleep aid, I was delighted with the effects.  I have since tried THC & CBD gummies and found them to be even better.  But from the very beginning, I've held them back for emergency use during the worst of my insomnia.  For the regular day to day, I rely on my old standbys of melatonin and behavior therapy.  I had wanted to start slowly out of an abundance of caution (and cost), but quickly found that while it was a tremendous help, it always felt like it wasn't a good idea to use it all the time, so I've kept it to emergencies only, when my insomnia gets really bad.  I feel like this video supports all of my personal conclusions, so I feel even better about continuing to use it exactly as I have been.  (Until and unless additional research comes out to change my perspective on it.)",41,2023-10-15T14:40:44Z,8
@marvinatwell2528,"I definitely agree.  I haven't put it to practice yet because I just had the idea watching this video but you're already experienced in what I want to try and have success with it so that gives me hope. I feel the same, that keeping it moderate will be the best thing. Now for the hard part for me...keeping the discipline to not over do it🤦🏿‍♂️",2,2023-10-15T18:57:32Z,
